0,0,0
0,0,4
0,0,8
0,0,12
0,0,16
0,0,20
0,0,24
0,0,28
0,0,32
0,0,36
0,0,40
0,0,44
0,0,48
0,0,52
0,0,56
0,0,60
0,0,64
0,0,68
0,0,72
0,0,76
0,0,80
0,0,84
0,0,88
0,0,92
0,0,96
0,0,100
0,0,104
0,0,108
0,0,112
0,0,116
0,0,120
0,0,124
0,0,128
0,0,132
0,0,136
0,0,140
0,0,144
0,0,148
0,0,152
0,0,156
0,0,160
0,0,164
0,0,168
0,0,172
0,0,176
0,0,180
0,0,184
0,0,188
0,0,192
0,0,196
0,0,200
0,0,204
0,0,208
0,0,212
0,0,216
0,0,220
0,0,224
0,0,228
0,0,232
0,0,236
0,0,240
0,0,244
0,0,248
0,0,252
0,4,0
0,4,4
0,4,8
0,4,12
0,4,16
0,4,20
0,4,24
0,4,28
0,4,32
0,4,36
0,4,40
0,4,44
0,4,48
0,4,52
0,4,56
0,4,60
0,4,64
0,4,68
0,4,72
0,4,76
0,4,80
0,4,84
0,4,88
0,4,92
0,4,96
0,4,100
0,4,104
0,4,108
0,4,112
0,4,116
0,4,120
0,4,124
0,4,128
0,4,132
0,4,136
0,4,140
0,4,144
0,4,148
0,4,152
0,4,156
0,4,160
0,4,164
0,4,168
0,4,172
0,4,176
0,4,180
0,4,184
0,4,188
0,4,192
0,4,196
0,4,200
0,4,204
0,4,208
0,4,212
0,4,216
0,4,220
0,4,224
0,4,228
0,4,232
0,4,236
0,4,240
0,4,244
0,4,248
0,4,252
0,8,0
0,8,4
0,8,8
0,8,12
0,8,16
0,8,20
0,8,24
0,8,28
0,8,32
0,8,36
0,8,40
0,8,44
0,8,48
0,8,52
0,8,56
0,8,60
0,8,64
0,8,68
0,8,72
0,8,76
0,8,80
0,8,84
0,8,88
0,8,92
0,8,96
0,8,100
0,8,104
0,8,108
0,8,112
0,8,116
0,8,120
0,8,124
0,8,128
0,8,132
0,8,136
0,8,140
0,8,144
0,8,148
0,8,152
0,8,156
0,8,160
0,8,164
0,8,168
0,8,172
0,8,176
0,8,180
0,8,184
0,8,188
0,8,192
0,8,196
0,8,200
0,8,204
0,8,208
0,8,212
0,8,216
0,8,220
0,8,224
0,8,228
0,8,232
0,8,236
0,8,240
0,8,244
0,8,248
0,8,252
0,12,0
0,12,4
0,12,8
0,12,12
0,12,16
0,12,20
0,12,24
0,12,28
0,12,32
0,12,36
0,12,40
0,12,44
0,12,48
0,12,52
0,12,56
0,12,60
0,12,64
0,12,68
0,12,72
0,12,76
0,12,80
0,12,84
0,12,88
0,12,92
0,12,96
0,12,100
0,12,104
0,12,108
0,12,112
0,12,116
0,12,120
0,12,124
0,12,128
0,12,132
0,12,136
0,12,140
0,12,144
0,12,148
0,12,152
0,12,156
0,12,160
0,12,164
0,12,168
0,12,172
0,12,176
0,12,180
0,12,184
0,12,188
0,12,192
0,12,196
0,12,200
0,12,204
0,12,208
0,12,212
0,12,216
0,12,220
0,12,224
0,12,228
0,12,232
0,12,236
0,12,240
0,12,244
0,12,248
0,12,252
0,16,0
0,16,4
0,16,8
0,16,12
0,16,16
0,16,20
0,16,24
0,16,28
0,16,32
0,16,36
0,16,40
0,16,44
0,16,48
0,16,52
0,16,56
0,16,60
0,16,64
0,16,68
0,16,72
0,16,76
0,16,80
0,16,84
0,16,88
0,16,92
0,16,96
0,16,100
0,16,104
0,16,108
0,16,112
0,16,116
0,16,120
0,16,124
0,16,128
0,16,132
0,16,136
0,16,140
0,16,144
0,16,148
0,16,152
0,16,156
0,16,160
0,16,164
0,16,168
0,16,172
0,16,176
0,16,180
0,16,184
0,16,188
0,16,192
0,16,196
0,16,200
0,16,204
0,16,208
0,16,212
0,16,216
0,16,220
0,16,224
0,16,228
0,16,232
0,16,236
0,16,240
0,16,244
0,16,248
0,16,252
0,20,0
0,20,4
0,20,8
0,20,12
0,20,16
0,20,20
0,20,24
0,20,28
0,20,32
0,20,36
0,20,40
0,20,44
0,20,48
0,20,52
0,20,56
0,20,60
0,20,64
0,20,68
0,20,72
0,20,76
0,20,80
0,20,84
0,20,88
0,20,92
0,20,96
0,20,100
0,20,104
0,20,108
0,20,112
0,20,116
0,20,120
0,20,124
0,20,128
0,20,132
0,20,136
0,20,140
0,20,144
0,20,148
0,20,152
0,20,156
0,20,160
0,20,164
0,20,168
0,20,172
0,20,176
0,20,180
0,20,184
0,20,188
0,20,192
0,20,196
0,20,200
0,20,204
0,20,208
0,20,212
0,20,216
0,20,220
0,20,224
0,20,228
0,20,232
0,20,236
0,20,240
0,20,244
0,20,248
0,20,252
0,24,0
0,24,4
0,24,8
0,24,12
0,24,16
0,24,20
0,24,24
0,24,28
0,24,32
0,24,36
0,24,40
0,24,44
0,24,48
0,24,52
0,24,56
0,24,60
0,24,64
0,24,68
0,24,72
0,24,76
0,24,80
0,24,84
0,24,88
0,24,92
0,24,96
0,24,100
0,24,104
0,24,108
0,24,112
0,24,116
0,24,120
0,24,124
0,24,128
0,24,132
0,24,136
0,24,140
0,24,144
0,24,148
0,24,152
0,24,156
0,24,160
0,24,164
0,24,168
0,24,172
0,24,176
0,24,180
0,24,184
0,24,188
0,24,192
0,24,196
0,24,200
0,24,204
0,24,208
0,24,212
0,24,216
0,24,220
0,24,224
0,24,228
0,24,232
0,24,236
0,24,240
0,24,244
0,24,248
0,24,252
0,28,0
0,28,4
0,28,8
0,28,12
0,28,16
0,28,20
0,28,24
0,28,28
0,28,32
0,28,36
0,28,40
0,28,44
0,28,48
0,28,52
0,28,56
0,28,60
0,28,64
0,28,68
0,28,72
0,28,76
0,28,80
0,28,84
0,28,88
0,28,92
0,28,96
0,28,100
0,28,104
0,28,108
0,28,112
0,28,116
0,28,120
0,28,124
0,28,128
0,28,132
0,28,136
0,28,140
0,28,144
